編號,字元,UNICODE,區段,CNS11643,Big5,筆畫,部首
3513,環,U+74B0,URO,1-743F,C0F4,17,玉
3514,璽,U+74BD,URO,1-784D,C3A2,19,玉
3515,璿,U+74BF,URO,1-7667,C27B,18,玉
3516,瓊,U+74CA,URO,1-784E,C3A3,19,玉
3517,瓏,U+74CF,URO,1-7979,C46E,20,玉
3518,瓔,U+74D4,URO,1-7A78,C4ED,21,玉
3519,瓜,U+74DC,URO,1-466A,A5CA,5,瓜
3520,瓠,U+74E0,URO,1-5C24,B27D,11,瓜
3521,瓢,U+74E2,URO,1-7147,BF5D,16,瓜
3522,瓣,U+74E3,URO,1-784F,C3A4,19,瓜
3523,瓤,U+74E4,URO,1-7B67,C57B,22,瓜
3524,瓦,U+74E6,URO,1-466B,A5CB,5,瓦
3525,瓶,U+74F6,URO,1-5C25,B27E,11,瓦
3526,瓷,U+74F7,URO,1-5C26,B2A1,11,瓦
3527,甄,U+7504,URO,1-6969,BAC2,14,瓦
3528,甌,U+750C,URO,1-7148,BF5E,16,瓦
3529,甍,U+750D,URO,1-7149,BF5F,16,瓦
3530,甑,U+7511,URO,2-5D5C,ED70,17,瓦
3531,甓,U+7513,URO,2-6236,F049,18,瓦
3532,甕,U+7515,URO,1-7668,C27C,18,瓦
3533,甖,U+7516,URO,2-6623,F277,19,瓦
3534,甘,U+7518,URO,1-466C,A5CC,5,甘
3535,甚,U+751A,URO,1-5249,ACC6,9,甘
3536,甜,U+751C,URO,1-5C27,B2A2,11,甘
3537,生,U+751F,URO,1-466D,A5CD,5,生
3538,產,U+7522,URO,1-5C28,B2A3,11,生
3539,甥,U+7525,URO,1-6069,B563,12,生
3540,甦,U+7526,URO,1-606A,B564,12,生
3541,用,U+7528,URO,1-466E,A5CE,5,用
3542,甩,U+7529,URO,1-466F,A5CF,5,用
3543,甪,U+752A,URO,2-2266,CA46,6,用
3544,甫,U+752B,URO,1-4B2D,A86A,7,用
3545,甬,U+752C,URO,1-4B2C,A869,7,用
3546,甭,U+752D,URO,1-524A,ACC7,9,用
3547,甯,U+752F,URO,2-3E30,DAAC,12,用
3548,田,U+7530,URO,1-4670,A5D0,5,田
3549,由,U+7531,URO,1-4671,A5D1,5,田
3550,甲,U+7532,URO,1-4672,A5D2,5,田
3551,申,U+7533,URO,1-4673,A5D3,5,田
3552,男,U+7537,URO,1-4B2E,A86B,7,田
3553,甸,U+7538,URO,1-4B2F,A86C,7,田
3554,町,U+753A,URO,2-246D,CB6D,7,田
3555,畀,U+7540,URO,2-2833,CD71,8,田
3556,畇,U+7547,URO,2-2C3C,CFDA,9,田
3557,界,U+754C,URO,1-524C,ACC9,9,田
3558,畏,U+754F,URO,1-524B,ACC8,9,田
3559,畔,U+7554,URO,1-5663,AF60,10,田
3560,留,U+7559,URO,1-5667,AF64,10,田
3561,畚,U+755A,URO,1-5666,AF63,10,田
3562,畜,U+755C,URO,1-5665,AF62,10,田
3563,畝,U+755D,URO,1-5664,AF61,10,田
3564,畢,U+7562,URO,1-5C2B,B2A6,11,田
3565,略,U+7565,URO,1-5C29,B2A4,11,田
3566,畦,U+7566,URO,1-5C2A,B2A5,11,田
3567,番,U+756A,URO,1-606C,B566,12,田
3568,畫,U+756B,URO,1-606B,B565,12,田
3569,畬,U+756C,URO,2-3E32,DAAE,12,田
3570,異,U+7570,URO,1-5C2C,B2A7,11,田
3571,當,U+7576,URO,1-6535,B7ED,13,田
3572,畸,U+7578,URO,1-6536,B7EE,13,田
3573,畿,U+757F,URO,1-6D6B,BD42,15,田
3574,疆,U+7586,URO,1-7851,C3A6,19,田
3575,疇,U+7587,URO,1-7850,C3A5,19,田
3576,疊,U+758A,URO,1-7B68,C57C,22,田
3577,疋,U+758B,URO,1-4674,A5D4,5,疋
3578,疏,U+758F,URO,1-5C2D,B2A8,11,疋
3579,疑,U+7591,URO,1-696A,BAC3,14,疋
3580,疔,U+7594,URO,2-246F,CB6F,7,疒
3581,疕,U+7595,URO,2-2470,CB70,7,疒
3582,疘,U+7598,URO,2-2836,CD74,8,疒
3583,疚,U+759A,URO,1-4E7A,AAB9,8,疒
3584,疝,U+759D,URO,1-4E78,AAB7,8,疒
3585,疤,U+75A4,URO,1-5250,ACCD,9,疒
3586,疥,U+75A5,URO,1-5251,ACCE,9,疒
3587,疧,U+75A7,URO,2-2C3E,CFDC,9,疒
3588,疫,U+75AB,URO,1-524F,ACCC,9,疒
3589,疱,U+75B1,URO,3-3257,,10,疒
3590,疲,U+75B2,URO,1-566B,AF68,10,疒
3591,疳,U+75B3,URO,1-566C,AF69,10,疒
3592,疴,U+75B4,URO,3-3255,,10,疒
3593,疵,U+75B5,URO,1-5C30,B2AB,11,疒
3594,疶,U+75B6,URO,2-312C,D2C9,10,疒
3595,疸,U+75B8,URO,1-5671,AF6E,10,疒
3596,疹,U+75B9,URO,1-566F,AF6C,10,疒
3597,疺,U+75BA,URO,2-312D,D2CA,10,疒
3598,疼,U+75BC,URO,1-566E,AF6B,10,疒
3599,疾,U+75BE,URO,1-5668,AF65,10,疒
3600,疿,U+75BF,URO,2-312B,D2C8,10,疒
3601,痀,U+75C0,URO,2-312A,D2C7,10,疒
3602,痃,U+75C3,URO,3-3252,,10,疒
3603,病,U+75C5,URO,1-5669,AF66,10,疒
3604,症,U+75C7,URO,1-566A,AF67,10,疒
3605,痊,U+75CA,URO,1-5C31,B2AC,11,疒
3606,痌,U+75CC,URO,2-3745,D6A2,11,疒
3607,痎,U+75CE,URO,2-3741,D67C,11,疒
3608,痔,U+75D4,URO,1-5C2E,B2A9,11,疒
3609,痕,U+75D5,URO,1-5C2F,B2AA,11,疒
3610,痘,U+75D8,URO,1-6071,B56B,12,疒
3611,痙,U+75D9,URO,1-6070,B56A,12,疒
3612,痚,U+75DA,URO,2-3E34,DAB0,12,疒
3613,痛,U+75DB,URO,1-606E,B568,12,疒
3614,痞,U+75DE,URO,1-6072,B56C,12,疒
3615,痟,U+75DF,URO,2-3E38,DAB4,12,疒
3616,痠,U+75E0,URO,1-6073,B56D,12,疒
3617,痡,U+75E1,URO,2-3E35,DAB1,12,疒
3618,痢,U+75E2,URO,1-606D,B567,12,疒
3619,痣,U+75E3,URO,1-606F,B569,12,疒
3620,痧,U+75E7,URO,2-3E33,DAAF,12,疒
3621,痰,U+75F0,URO,1-6538,B7F0,13,疒
3622,痱,U+75F1,URO,1-653B,B7F3,13,疒
3623,痲,U+75F2,URO,1-653A,B7F2,13,疒
3624,痴,U+75F4,URO,1-653E,B7F6,13,疒
3625,痷,U+75F7,URO,2-4530,DECA,13,疒
3626,痹,U+75F9,URO,2-4533,DECD,13,疒
3627,痺,U+75FA,URO,1-653C,B7F4,13,疒
3628,痻,U+75FB,URO,2-4536,DED0,13,疒
3629,痾,U+75FE,URO,2-4531,DECB,13,疒
3630,瘀,U+7600,URO,1-6537,B7EF,13,疒
3631,瘁,U+7601,URO,1-6539,B7F1,13,疒
3632,瘋,U+760B,URO,1-696D,BAC6,14,疒
3633,瘌,U+760C,URO,2-4C24,E2DC,14,疒
3634,瘍,U+760D,URO,1-696C,BAC5,14,疒
3635,瘑,U+7611,URO,2-4C26,E2DE,14,疒
3636,瘖,U+7616,URO,2-4C22,E2DA,14,疒
3637,瘞,U+761E,URO,2-5238,E6B0,15,疒
3638,瘟,U+761F,URO,1-6D6E,BD45,15,疒
3639,瘠,U+7620,URO,1-6D6C,BD43,15,疒
3640,瘡,U+7621,URO,1-6D71,BD48,15,疒
3641,瘢,U+7622,URO,1-6D72,BD49,15,疒
3642,瘤,U+7624,URO,1-6D6F,BD46,15,疒
3643,瘥,U+7625,URO,2-5237,E6AF,15,疒
3644,瘦,U+7626,URO,1-6D70,BD47,15,疒
3645,瘧,U+7627,URO,1-696B,BAC4,14,疒
3646,瘭,U+762D,URO,2-5858,EA6C,16,疒
3647,瘰,U+7630,URO,2-585F,EA73,16,疒
3648,瘴,U+7634,URO,1-714A,BF60,16,疒
3649,瘵,U+7635,URO,2-585D,EA71,16,疒
3650,瘸,U+7638,URO,1-714B,BF61,16,疒
3651,瘻,U+763B,URO,3-5174,,16,疒
3652,瘼,U+763C,URO,2-585C,EA70,16,疒
3653,癀,U+7640,URO,4-5721,,17,疒
3654,療,U+7642,URO,1-7443,C0F8,17,疒
3655,癃,U+7643,URO,2-5D60,ED74,17,疒
3656,癆,U+7646,URO,1-7442,C0F7,17,疒
3657,癉,U+7649,URO,2-5D62,ED76,17,疒
3658,癌,U+764C,URO,1-7444,C0F9,17,疒
3659,癒,U+7652,URO,1-766B,C2A1,18,疒
3660,癖,U+7656,URO,1-7669,C27D,18,疒
3661,癗,U+7657,URO,2-623C,F04F,18,疒
3662,癘,U+7658,URO,1-766A,C27E,18,疒
3663,癜,U+765C,URO,2-6237,F04A,18,疒
3664,癠,U+7660,URO,2-6624,F278,19,疒
3665,癡,U+7661,URO,1-7853,C3A8,19,疒
3666,癢,U+7662,URO,1-797A,C46F,20,疒
3667,癤,U+7664,URO,2-6238,F04B,18,疒
3668,癥,U+7665,URO,1-797B,C470,20,疒
3669,癧,U+7667,URO,3-5E3F,,21,疒
3670,癩,U+7669,URO,1-7A79,C4EE,21,疒
3671,癬,U+766C,URO,1-7B6A,C57E,22,疒
3672,癮,U+766E,URO,1-7B69,C57D,22,疒
3673,癰,U+7670,URO,2-6F39,F7EA,23,疒
3674,癱,U+7671,URO,1-7C61,C5F5,24,疒
3675,癲,U+7672,URO,1-7C62,C5F6,24,疒
3676,癸,U+7678,URO,1-5254,ACD1,9,癶
3677,登,U+767B,URO,1-6074,B56E,12,癶
3678,發,U+767C,URO,1-6075,B56F,12,癶
3679,白,U+767D,URO,1-4675,A5D5,5,白
3680,百,U+767E,URO,1-484B,A6CA,6,白
3681,皂,U+7682,URO,1-4B30,A86D,7,白
3682,的,U+7684,URO,1-4E7B,AABA,8,白
3683,皆,U+7686,URO,1-5255,ACD2,9,白
3684,皇,U+7687,URO,1-5256,ACD3,9,白
3685,皈,U+7688,URO,1-5257,ACD4,9,白
3686,皋,U+768B,URO,1-5672,AF6F,10,白
3687,皎,U+768E,URO,1-5C33,B2AE,11,白
3688,皓,U+7693,URO,1-6077,B571,12,白
3689,皖,U+7696,URO,1-6076,B570,12,白
3690,皙,U+7699,URO,2-453B,DED5,13,白
3691,皚,U+769A,URO,1-6D73,BD4A,15,白
3692,皮,U+76AE,URO,1-4676,A5D6,5,皮
3693,皰,U+76B0,URO,1-5673,AF70,10,皮
3694,皴,U+76B4,URO,1-6078,B572,12,皮
3695,皺,U+76BA,URO,1-6D74,BD4B,15,皮
3696,皿,U+76BF,URO,1-4677,A5D7,5,皿
3697,盂,U+76C2,URO,1-4E7C,AABB,8,皿
3698,盃,U+76C3,URO,1-525A,ACD7,9,皿
3699,盅,U+76C5,URO,1-525B,ACD8,9,皿
3700,盆,U+76C6,URO,1-5259,ACD6,9,皿
3701,盈,U+76C8,URO,1-5258,ACD5,9,皿
3702,益,U+76CA,URO,1-5674,AF71,10,皿
3703,盍,U+76CD,URO,1-5675,AF72,10,皿
3704,盎,U+76CE,URO,1-5676,AF73,10,皿
3705,盒,U+76D2,URO,1-5C35,B2B0,11,皿
3706,盔,U+76D4,URO,1-5C34,B2AF,11,皿
3707,盛,U+76DB,URO,1-5C36,B2B1,11,皿
3708,盜,U+76DC,URO,1-6079,B573,12,皿
3709,盞,U+76DE,URO,1-6540,B7F8,13,皿
3710,盟,U+76DF,URO,1-6541,B7F9,13,皿
3711,盡,U+76E1,URO,1-6970,BAC9,14,皿
3712,監,U+76E3,URO,1-6971,BACA,14,皿
3713,盤,U+76E4,URO,1-6D75,BD4C,15,皿
3714,盥,U+76E5,URO,1-714E,BF64,16,皿
3715,盦,U+76E6,URO,2-5861,EA75,16,皿
3716,盧,U+76E7,URO,1-714D,BF63,16,皿
3717,盪,U+76EA,URO,1-7445,C0FA,17,皿
3718,目,U+76EE,URO,1-4678,A5D8,5,目
3719,盯,U+76EF,URO,1-4B31,A86E,7,目
3720,盲,U+76F2,URO,1-4E7D,AABC,8,目
3721,直,U+76F4,URO,1-4E7E,AABD,8,目
3722,相,U+76F8,URO,1-525E,ACDB,9,目
3723,盹,U+76F9,URO,1-525D,ACDA,9,目
3724,盻,U+76FB,URO,2-2C48,CFE6,9,目
3725,盼,U+76FC,URO,1-5262,ACDF,9,目
3726,盾,U+76FE,URO,1-5261,ACDE,9,目
3727,省,U+7701,URO,1-525C,ACD9,9,目
3728,眄,U+7704,URO,2-2C44,CFE2,9,目
3729,眇,U+7707,URO,1-5263,ACE0,9,目
3730,眈,U+7708,URO,2-2C42,CFE0,9,目
3731,眉,U+7709,URO,1-525F,ACDC,9,目
3732,看,U+770B,URO,1-5260,ACDD,9,目
3733,眗,U+7717,URO,4-2E4F,,10,目
3734,眛,U+771B,URO,2-3131,D2CE,10,目
3735,眞,U+771E,URO,3-3759,,11,目
3736,真,U+771F,URO,1-5678,AF75,10,目
3737,眠,U+7720,URO,1-5679,AF76,10,目
3738,眡,U+7721,URO,3-3267,,10,目
3739,眤,U+7724,URO,3-3265,,10,目
3740,眥,U+7725,URO,2-3753,D6B0,11,目
3741,眨,U+7728,URO,1-567A,AF77,10,目
3742,眩,U+7729,URO,1-5677,AF74,10,目
3743,眭,U+772D,URO,2-374D,D6AA,11,目
3744,眯,U+772F,URO,2-374C,D6A9,11,目
3745,眵,U+7735,URO,2-3755,D6B2,11,目
3746,眶,U+7736,URO,1-5C3A,B2B5,11,目
3747,眷,U+7737,URO,1-5C37,B2B2,11,目
3748,眸,U+7738,URO,1-5C3B,B2B6,11,目
3749,眺,U+773A,URO,1-5C3C,B2B7,11,目
3750,眼,U+773C,URO,1-5C39,B2B4,11,目
3751,眾,U+773E,URO,1-5C38,B2B3,11,目
3752,着,U+7740,URO,3-3757,,11,目
3753,睇,U+7747,URO,2-3E3F,DABB,12,目
3754,睈,U+7748,URO,3-3D51,,12,目
3755,睌,U+774C,URO,2-3E46,DAC2,12,目
3756,睍,U+774D,URO,2-3E41,DABD,12,目
3757,睏,U+774F,URO,1-607A,B574,12,目
3758,睙,U+7759,URO,2-4547,DEE1,13,目
3759,睚,U+775A,URO,2-4543,DEDD,13,目
3760,睛,U+775B,URO,1-6542,B7FA,13,目
3761,睞,U+775E,URO,1-6545,B7FD,13,目
3762,睡,U+7761,URO,1-6975,BACE,14,目
3763,督,U+7763,URO,1-6546,B7FE,13,目
3764,睦,U+7766,URO,1-6544,B7FC,13,目
3765,睨,U+7768,URO,1-654C,B845,13,目
3766,睩,U+7769,URO,2-4544,DEDE,13,目
3767,睫,U+776B,URO,1-6543,B7FB,13,目
3768,睭,U+776D,URO,2-4548,DEE2,13,目
3769,睹,U+7779,URO,1-6547,B840,13,目
3770,睽,U+777D,URO,1-6973,BACC,14,目
3771,睿,U+777F,URO,1-6974,BACD,14,目
3772,瞄,U+7784,URO,1-6972,BACB,14,目
3773,瞅,U+7785,URO,2-4C2C,E2E4,14,目
3774,瞇,U+7787,URO,1-6D77,BD4E,15,目
3775,瞋,U+778B,URO,1-6D7A,BD51,15,目
3776,瞌,U+778C,URO,1-6D78,BD4F,15,目
3777,瞎,U+778E,URO,1-6D76,BD4D,15,目
3778,瞑,U+7791,URO,1-6D79,BD50,15,目
3779,瞞,U+779E,URO,1-7150,BF66,16,目
3780,瞠,U+77A0,URO,1-714F,BF65,16,目
3781,瞥,U+77A5,URO,1-7152,BF68,16,目
3782,瞧,U+77A7,URO,1-744A,C140,17,目
3783,瞨,U+77A8,URO,2-5D6D,EDA3,17,目
3784,瞪,U+77AA,URO,1-7447,C0FC,17,目
3785,瞬,U+77AC,URO,1-7449,C0FE,17,目
3786,瞭,U+77AD,URO,1-744B,C141,17,目
3787,瞰,U+77B0,URO,1-7448,C0FD,17,目
3788,瞳,U+77B3,URO,1-7446,C0FB,17,目
3789,瞻,U+77BB,URO,1-766E,C2A4,18,目
3790,瞼,U+77BC,URO,1-766F,C2A5,18,目
3791,瞿,U+77BF,URO,1-766D,C2A3,18,目
3792,矇,U+77C7,URO,1-7854,C3A9,19,目
3793,矗,U+77D7,URO,1-7C63,C5F7,24,目
3794,矚,U+77DA,URO,1-7D33,C666,26,目
3795,矛,U+77DB,URO,1-4679,A5D9,5,矛
3796,矜,U+77DC,URO,1-5264,ACE1,9,矛
3797,矢,U+77E2,URO,1-467A,A5DA,5,矢
3798,矣,U+77E3,URO,1-4B32,A86F,7,矢
3799,知,U+77E5,URO,1-4F21,AABE,8,矢
3800,矧,U+77E7,URO,2-2C4A,CFE8,9,矢
3801,矩,U+77E9,URO,1-567B,AF78,10,矢
3802,短,U+77ED,URO,1-607B,B575,12,矢
3803,矮,U+77EE,URO,1-654E,B847,13,矢
3804,矯,U+77EF,URO,1-744C,C142,17,矢
3805,石,U+77F3,URO,1-467B,A5DB,5,石
3806,矴,U+77F4,URO,3-267B,,7,石
3807,矸,U+77F8,URO,2-283C,CD7A,8,石
3808,矺,U+77FA,URO,2-2840,CD7E,8,石
3809,矻,U+77FB,URO,2-283F,CD7D,8,石
3810,矽,U+77FD,URO,1-4F22,AABF,8,石
3811,砂,U+7802,URO,1-5265,ACE2,9,石
3812,砃,U+7803,URO,2-2C54,CFF2,9,石
3813,砄,U+7804,URO,3-2E39,,9,石
3814,砉,U+7809,URO,2-2C53,CFF1,9,石
3815,砊,U+780A,URO,3-2E37,,9,石
3816,砌,U+780C,URO,1-5267,ACE4,9,石
3817,砍,U+780D,URO,1-5268,ACE5,9,石
3818,砒,U+7812,URO,2-2C4E,CFEC,9,石
3819,研,U+7814,URO,1-5266,ACE3,9,石
3820,砛,U+781B,URO,3-656E,,9,石
3821,砝,U+781D,URO,1-5721,AF7C,10,石
3822,砡,U+7821,URO,2-3144,D2E1,10,石
3823,砣,U+7823,URO,2-313C,D2D9,10,石
3824,砥,U+7825,URO,1-5724,AFA1,10,石
3825,砧,U+7827,URO,1-567D,AF7A,10,石
3826,砰,U+7830,URO,1-567C,AF79,10,石
3827,砲,U+7832,URO,1-5728,AFA5,10,石
3828,破,U+7834,URO,1-5722,AF7D,10,石
3829,砷,U+7837,URO,1-5723,AF7E,10,石
3830,砸,U+7838,URO,1-567E,AF7B,10,石
3831,硃,U+7843,URO,1-5C3E,B2B9,11,石
3832,硆,U+7846,URO,3-3763,,11,石
3833,硈,U+7848,URO,2-3756,D6B3,11,石
3834,硋,U+784B,URO,3-375F,,11,石
3835,硌,U+784C,URO,2-375B,D6B8,11,石
3836,硐,U+7850,URO,2-375E,D6BB,11,石
3837,硓,U+7853,URO,3-6570,,11,石
3838,硜,U+785C,URO,2-3E4C,DAC8,12,石
3839,硝,U+785D,URO,1-607C,B576,12,石
3840,硞,U+785E,URO,2-3E54,DAD0,12,石
3841,硠,U+7860,URO,2-3E49,DAC5,12,石
3842,硩,U+7869,URO,2-3E52,DACE,12,石
3843,硫,U+786B,URO,1-5C3D,B2B8,11,石
3844,硬,U+786C,URO,1-607D,B577,12,石
3845,确,U+786E,URO,2-3E50,DACC,12,石
3846,硯,U+786F,URO,1-607E,B578,12,石
3847,硺,U+787A,URO,3-432D,,13,石
3848,硼,U+787C,URO,1-6555,B84E,13,石
3849,硿,U+787F,URO,1-6558,B851,13,石
3850,碁,U+7881,URO,3-4337,F9D6,13,石
3851,碇,U+7887,URO,2-454A,DEE4,13,石
3852,碉,U+7889,URO,1-6554,B84D,13,石
3853,碌,U+788C,URO,1-6553,B84C,13,石
3854,碎,U+788E,URO,1-654F,B848,13,石
3855,碑,U+7891,URO,1-6556,B84F,13,石
3856,碓,U+7893,URO,1-6557,B850,13,石
3857,碖,U+7896,URO,2-4557,DEF1,13,石
3858,碗,U+7897,URO,1-6551,B84A,13,石
3859,碘,U+7898,URO,1-6552,B84B,13,石
3860,碟,U+789F,URO,1-6977,BAD0,14,石
3861,碡,U+78A1,URO,2-4552,DEEC,13,石
3862,碣,U+78A3,URO,1-697B,BAD4,14,石
3863,碧,U+78A7,URO,1-6978,BAD1,14,石
3864,碩,U+78A9,URO,1-697A,BAD3,14,石
3865,碫,U+78AB,URO,2-4C39,E2F1,14,石
3866,碭,U+78AD,URO,2-4C36,E2EE,14,石
3867,碰,U+78B0,URO,1-6550,B849,13,石
3868,碳,U+78B3,URO,1-6979,BAD2,14,石
3869,確,U+78BA,URO,1-6D7D,BD54,15,石
3870,碼,U+78BC,URO,1-6E23,BD58,15,石
3871,碽,U+78BD,URO,4-4B59,,15,石
3872,碾,U+78BE,URO,1-6E21,BD56,15,石
3873,磁,U+78C1,URO,1-6976,BACF,14,石
3874,磅,U+78C5,URO,1-6D7C,BD53,15,石
3875,磊,U+78CA,URO,1-6D7E,BD55,15,石
3876,磋,U+78CB,URO,1-6D7B,BD52,15,石
3877,磐,U+78D0,URO,1-6E24,BD59,15,石
3878,磓,U+78D3,URO,3-4D49,,15,石
3879,磕,U+78D5,URO,1-6E22,BD57,15,石
3880,磚,U+78DA,URO,1-7154,BF6A,16,石
3881,磟,U+78DF,URO,2-5876,EAAC,16,石
3882,磡,U+78E1,URO,2-5873,EAA9,16,石
3883,磧,U+78E7,URO,1-7156,BF6C,16,石
3884,磨,U+78E8,URO,1-7153,BF69,16,石
3885,磬,U+78EC,URO,1-7155,BF6B,16,石
3886,磯,U+78EF,URO,1-7450,C146,17,石
3887,磳,U+78F3,URO,2-5D6F,EDA5,17,石
3888,磷,U+78F7,URO,1-744D,C143,17,石
3889,磺,U+78FA,URO,1-744E,C144,17,石
3890,礁,U+7901,URO,1-7451,C147,17,石
3891,礎,U+790E,URO,1-7670,C2A6,18,石
3892,礐,U+7910,URO,2-6247,F05B,18,石
3893,礓,U+7913,URO,2-6244,F058,18,石
3894,礙,U+7919,URO,1-7855,C3AA,19,石
3895,礡,U+7921,URO,2-662B,F2A1,22,石
3896,礤,U+7924,URO,2-694C,F47D,20,石
3897,礦,U+7926,URO,1-797C,C471,20,石
3898,礧,U+7927,URO,2-694A,F47B,20,石
3899,礪,U+792A,URO,1-797D,C472,20,石
3900,礫,U+792B,URO,1-7A21,C474,20,石
3901,礬,U+792C,URO,1-797E,C473,20,石
3902,礱,U+7931,URO,2-6B70,F5E2,21,石
3903,礹,U+7939,URO,2-712A,F8FA,25,石
3904,示,U+793A,URO,1-467C,A5DC,5,示
3905,社,U+793E,URO,1-4F23,AAC0,8,示
3906,祀,U+7940,URO,1-4F24,AAC1,8,示
3907,祁,U+7941,URO,1-4F25,AAC2,8,示
3908,祈,U+7948,URO,1-526B,ACE8,9,示
3909,祉,U+7949,URO,1-526A,ACE7,9,示
3910,祐,U+7950,URO,1-572A,AFA7,10,示
3911,祕,U+7955,URO,1-5729,AFA6,10,示
3912,祖,U+7956,URO,1-572D,AFAA,10,示
3913,祚,U+795A,URO,1-5731,AFAE,10,示
3914,祛,U+795B,URO,2-314A,D2E7,10,示
3915,祜,U+795C,URO,2-314C,D2E9,10,示
3916,祝,U+795D,URO,1-572F,AFAC,10,示
3917,神,U+795E,URO,1-572E,AFAB,10,示
3918,祟,U+795F,URO,1-572C,AFA9,10,示
3919,祠,U+7960,URO,1-572B,AFA8,10,示
3920,祥,U+7965,URO,1-5C40,B2BB,11,示
3921,祧,U+7967,URO,2-3760,D6BD,11,示
3922,票,U+7968,URO,1-5C41,B2BC,11,示
3923,祭,U+796D,URO,1-5C42,B2BD,11,示
3924,祹,U+7979,URO,2-455C,DEF6,13,示
3925,祺,U+797A,URO,1-6559,B852,13,示
3926,祿,U+797F,URO,1-655A,B853,13,示
3927,禁,U+7981,URO,1-655B,B854,13,示
3928,禍,U+798D,URO,1-697E,BAD7,14,示
3929,禎,U+798E,URO,1-697C,BAD5,14,示
3930,福,U+798F,URO,1-697D,BAD6,14,示
3931,禦,U+79A6,URO,1-7157,BF6D,16,示
3932,禧,U+79A7,URO,1-7452,C148,17,示
3933,禪,U+79AA,URO,1-7453,C149,17,示
3934,禮,U+79AE,URO,1-7671,C2A7,18,示
3935,禱,U+79B1,URO,1-7856,C3AB,19,示
3936,禳,U+79B3,URO,1-7B6B,C5A1,22,示
3937,禹,U+79B9,URO,1-526D,ACEA,9,禸
3938,禽,U+79BD,URO,1-655D,B856,13,禸
3939,禾,U+79BE,URO,1-467D,A5DD,5,禾
3940,禿,U+79BF,URO,1-4B35,A872,7,禾
3941,秀,U+79C0,URO,1-4B34,A871,7,禾
3942,私,U+79C1,URO,1-4B33,A870,7,禾
3943,秉,U+79C9,URO,1-4F26,AAC3,8,禾
3944,秋,U+79CB,URO,1-5271,ACEE,9,禾
3945,科,U+79D1,URO,1-526F,ACEC,9,禾
3946,秒,U+79D2,URO,1-5270,ACED,9,禾
3947,秕,U+79D5,URO,2-2C5B,CFF9,9,禾
3948,秘,U+79D8,URO,1-5738,AFB5,10,禾
3949,租,U+79DF,URO,1-5735,AFB2,10,禾
3950,秣,U+79E3,URO,1-5733,AFB0,10,禾
3951,秤,U+79E4,URO,1-5732,AFAF,10,禾
3952,秥,U+79E5,URO,3-3277,,10,禾
3953,秦,U+79E6,URO,1-5736,AFB3,10,禾
3954,秧,U+79E7,URO,1-5734,AFB1,10,禾
3955,秩,U+79E9,URO,1-5737,AFB4,10,禾
3956,秪,U+79EA,URO,2-3155,D2F2,10,禾
3957,秫,U+79EB,URO,2-3150,D2ED,10,禾
3958,秮,U+79EE,URO,2-3153,D2F0,10,禾
3959,移,U+79FB,URO,1-5C43,B2BE,11,禾
3960,稀,U+7A00,URO,1-6125,B57D,12,禾
3961,稅,U+7A05,URO,1-6124,B57C,12,禾
3962,稈,U+7A08,URO,1-6122,B57A,12,禾
3963,程,U+7A0B,URO,1-6123,B57B,12,禾
3964,稍,U+7A0D,URO,1-6121,B579,12,禾
3965,稐,U+7A10,URO,2-4566,DF41,13,禾
3966,稔,U+7A14,URO,1-6561,B85A,13,禾
3967,稗,U+7A17,URO,2-4561,DEFB,13,禾
3968,稚,U+7A1A,URO,1-655F,B858,13,禾
3969,稜,U+7A1C,URO,1-655E,B857,13,禾
3970,稟,U+7A1F,URO,1-6562,B85B,13,禾
3971,稠,U+7A20,URO,1-6560,B859,13,禾
3972,種,U+7A2E,URO,1-6A21,BAD8,14,禾
3973,稱,U+7A31,URO,1-6A22,BAD9,14,禾
3974,稴,U+7A34,URO,4-4B63,,15,禾
3975,稷,U+7A37,URO,1-6E29,BD5E,15,禾
3976,稹,U+7A39,URO,2-525A,E6D2,15,禾
3977,稻,U+7A3B,URO,1-6E2A,BD5F,15,禾
3978,稼,U+7A3C,URO,1-6E26,BD5B,15,禾
3979,稽,U+7A3D,URO,1-6E28,BD5D,15,禾
3980,稿,U+7A3F,URO,1-6E25,BD5A,15,禾
3981,穀,U+7A40,URO,1-6E27,BD5C,15,禾
3982,穆,U+7A46,URO,1-715A,BF70,16,禾
3983,穌,U+7A4C,URO,1-715B,BF71,16,禾
3984,積,U+7A4D,URO,1-7158,BF6E,16,禾
3985,穎,U+7A4E,URO,1-7159,BF6F,16,禾
3986,穗,U+7A57,URO,1-7454,C14A,17,禾
3987,穡,U+7A61,URO,1-7672,C2A8,18,禾
3988,穢,U+7A62,URO,1-7673,C2A9,18,禾
3989,穩,U+7A69,URO,1-7858,C3AD,19,禾
3990,穫,U+7A6B,URO,1-7857,C3AC,19,禾
3991,穴,U+7A74,URO,1-467E,A5DE,5,穴
3992,究,U+7A76,URO,1-4B36,A873,7,穴
3993,穹,U+7A79,URO,1-4F29,AAC6,8,穴
3994,空,U+7A7A,URO,1-4F28,AAC5,8,穴
3995,穿,U+7A7F,URO,1-5272,ACEF,9,穴
3996,突,U+7A81,URO,1-5273,ACF0,9,穴
3997,窄,U+7A84,URO,1-5739,AFB6,10,穴
3998,窈,U+7A88,URO,1-573A,AFB7,10,穴
